2016-07-09 16:44, 11.500, 69.845, 2009, forester, houston, automatic, unknown, clean, Subaru Forester 2009 AWD - Clean CARFAX, 2016-07-09 10:16, http://houston.craigslist.org/cto/5674543012.html, db:5674543012:db 
2016-07-09 16:44, 13.900, 61.000, 2011, forester, sanantonio, automatic, excellent, clean, 2011 Subaru Forester, 2016-06-30 00:39, http://austin.craigslist.org/cto/5660620391.html, db:5660620391:db 
2016-07-09 16:44, 13.950, 41.850, 2013, impreza, miami, automatic, excellent, clean, Subaru Impreza Sedan, 2016-07-03 20:15, http://miami.craigslist.org/pbc/cto/5666156509.html, db:5666156509:db 
2016-07-09 16:44, 15.900, 52.000, 2013, forester, orlando, automatic, excellent, clean, 2013 SUBARU FORESTER, 2016-06-25 09:31, http://tampa.craigslist.org/pnl/cto/5652852410.html, db:5652852410:db 
2016-07-09 16:44, 16.000, 77.000, 2011, outback, philadelphia, automatic, unknown, clean, 2011 Subaru Outback 2.5i Limited PZEV, 2016-06-29 08:33, http://philadelphia.craigslist.org/cto/5659122322.html, db:5659122322:db 
2016-07-09 16:44, 15.000, 56.000, 2011, outback, philadelphia, automatic, excellent, clean, Subaru Outback 2011 2.5i, 2016-06-14 20:28, http://cnj.craigslist.org/cto/5636055135.html, db:5636055135:db 
2016-07-09 16:44, 11.499, 34.750, 2011, forester, philadelphia, automatic, good, clean, 2011 Subaru Forester, 2016-06-26 16:38, http://cnj.craigslist.org/cto/5654965583.html, db:5654965583:db 
2016-07-09 16:44, 10.200, 78.000, 2008, forester, philadelphia, automatic, unknown, clean, 2008 Subaru Forester, 2016-06-10 11:37, http://southjersey.craigslist.org/cto/5628821684.html, db:5628821684:db 
2016-07-09 16:44, 14.900, 35.000, 2014, impreza, philadelphia, automatic, unknown, clean, Subaru Impreza 2014, 2016-07-07 14:19, http://allentown.craigslist.org/cto/5671702553.html, db:5671702553:db 
2016-07-09 16:44, 12.000, 76.500, 2013, impreza, philadelphia, automatic, excellent, clean, 2013 Subaru Impreza Premium Hatchback, 2016-06-14 22:05, http://southjersey.craigslist.org/cto/5636171154.html, db:5636171154:db 
2016-07-09 16:44, 13.500, 13.100, 2012, impreza, philadelphia, automatic, unknown, clean, 2012 subaru impreza 13k miles, 2016-06-13 20:26, http://allentown.craigslist.org/cto/5634329118.html, db:5634329118:db 
2016-07-09 16:44, 15.800, 23.000, 2010, forester, phoenix, automatic, excellent, clean, Subaru Forester 2.5 X Premium, 2016-06-25 16:12, http://phoenix.craigslist.org/nph/cto/5653801790.html, db:5653801790:db 
2016-07-09 16:44, 12.500, 69.000, 2012, impreza, phoenix, manual, excellent, clean, 2012 Subaru Impreza Premium Wagon, 2016-06-27 12:12, http://phoenix.craigslist.org/evl/cto/5656429936.html, db:5656429936:db 
2016-07-09 16:44, 13.877, 74.568, 2009, impreza, phoenix, automatic, excellent, clean, LOW MILES 2009 Subaru Impreza 2.5i Premium, 2016-06-17 13:55, http://phoenix.craigslist.org/nph/cto/5640788592.html, db:5640788592:db 
2016-07-09 16:44, 13.900, 75.000, 2012, impreza, phoenix, automatic, excellent, clean, Subaru Impreza 2012 Great shape, 2016-07-01 08:27, http://tucson.craigslist.org/cto/5662600383.html, db:5662600383:db 
2016-07-09 16:44, 13.877, 74.568, 2009, impreza, phoenix, automatic, excellent, clean, LOW MILES 2009 Subaru Impreza 2.5i Premium, 2016-06-17 13:55, http://flagstaff.craigslist.org/cto/5640787294.html, db:5640787294:db 
2016-07-09 17:30, 6.950, 71.000, 2008, outback, ithaca, automatic, excellent, clean, 2007 Subaru Legacy Outback Wagon, 2016-07-03 17:39, http://oneonta.craigslist.org/cto/5631164826.html, db:5631164826:db 
2016-07-09 17:30, 10.500, 68.500, 2009, forester, ithaca, automatic, excellent, clean, 2009 Subaru Forester 2.5X, 2016-07-08 12:56, http://syracuse.craigslist.org/cto/5666265375.html, db:5666265375:db 
2016-07-09 17:30, 10.800, 77.000, 2009, forester, ithaca, automatic, unknown, clean, 2009 SUBARU FORESTER X MODEL WITH 77K MILES. NEW TIRES NON SMOKERS, 2016-07-01 11:04, http://rochester.craigslist.org/cto/5662557058.html, db:5662557058:db 
2016-07-09 17:30, 10.900, 77.000, 2009, forester, ithaca, automatic, unknown, clean, 2009 SUBARU FORESTER X MODEL WITH 77K MILES. NEW TIRES NON SMOKERS, 2016-07-01 11:01, http://rochester.craigslist.org/cto/5662557961.html, db:5662557961:db 
2016-07-09 17:30, 10.950, 77.000, 2009, forester, ithaca, automatic, unknown, clean, 2009 SUBARU FORESTER AUTOMATIC - 77K MILES. COMPLETE SERVICE RECORDS, 2016-06-19 08:52, http://rochester.craigslist.org/cto/5615730019.html, db:5615730019:db 
2016-07-09 17:30, 13.500, 68.794, 2008, impreza, ithaca, automatic, good, clean, 2008 SUBARU WRX HATCHBACK 68K, 2016-07-05 10:55, http://syracuse.craigslist.org/cto/5667988084.html, db:5667988084:db 
2016-07-09 17:30, 6.000, 45.111, 2010, impreza, ithaca, automatic, good, clean, 2010 Subaru Impreza w 45k obo, 2016-06-27 12:20, http://rochester.craigslist.org/cto/5644736841.html, db:5644736841:db 
2016-07-09 17:30, 13.000, 62.500, 2010, forester, madison, automatic, good, clean, 2010 Subaru Forester, 2016-07-01 17:03, http://dubuque.craigslist.org/cto/5663339888.html, db:5663339888:db 
2016-07-09 17:30, 8.600, 44.000, 2009, impreza, madison, other, unknown, clean, PRICE REDUCED....Subaru Impreza 2009, 2016-07-05 12:05, http://janesville.craigslist.org/cto/5668188386.html, db:5668188386:db 
2016-07-09 17:32, 15.000, 80.000, 2008, impreza, nashville, manual, excellent, clean, 2008 subaru IMPREZA WRX, 2016-06-18 15:32, http://clarksville.craigslist.org/cto/5642285488.html, db:5642285488:db 
2016-07-09 17:32, 10.999, 60.500, 2009, outback, nh, automatic, excellent, clean, 2009 Subaru Impreza Outback Sport - Only 60k miles!, 2016-07-05 09:27, http://nh.craigslist.org/cto/5655957946.html, db:5655957946:db 
2016-07-09 17:32, 15.200, 36.948, 2011, outback, nh, automatic, excellent, clean, 2011 White Subaru Outback 2.5 Premium, 2016-06-23 14:06, http://nh.craigslist.org/cto/5650026145.html, db:5650026145:db 
2016-07-09 17:32, 9.000, 71.100, 2008, outback, nh, manual, excellent, clean, 2008 Subaru Outback 2.5i, 2016-07-08 22:23, http://boston.craigslist.org/gbs/cto/5631765031.html, db:5631765031:db 
2016-07-09 17:32, 14.850, 75.000, 2011, outback, nh, automatic, excellent, clean, clean, 2016-07-05 18:54, http://westernmass.craigslist.org/cto/5668892201.html, db:5668892201:db 
2016-07-09 17:32, 9.999, 77.000, 2010, outback, nh, manual, excellent, clean, 2010 Subaru Impreza Wagon Outback Sport (Excellent Condition), 2016-07-05 14:02, http://boston.craigslist.org/gbs/cto/5668360094.html, db:5668360094:db 
2016-07-09 17:32, 8.700, 70.500, 2008, outback, nh, automatic, good, clean, 2008 Subaru Outback 2.5i Wagon 4D, 2016-07-02 00:41, http://boston.craigslist.org/bmw/cto/5663746818.html, db:5663746818:db 
2016-07-09 17:32, 16.000, 47.000, 2012, outback, nh, manual, good, clean, PRICE REDUCED: 2012 Subaru Outback 2.5i Premium- 47K miles, 2016-06-27 19:58, http://vermont.craigslist.org/cto/5656923104.html, db:5656923104:db 
2016-07-09 17:32, 14.950, 52.800, 2009, outback, nh, automatic, good, clean, 2009 Subaru Outback Limited 52k miles, 2016-06-26 13:13, http://boston.craigslist.org/gbs/cto/5633682023.html, db:5633682023:db 
2016-07-09 17:32, 12.000, 78.000, 2011, outback, nh, automatic, excellent, clean, 2011 Subaru Outback, 2016-06-18 14:04, http://boston.craigslist.org/gbs/cto/5642076063.html, db:5642076063:db 
2016-07-09 17:32, 10.000, 65.800, 2008, outback, nh, automatic, excellent, clean, 2008 Subaru Outback 2.5i - Very Good Condition - 66K Miles, 2016-06-14 13:50, http://boston.craigslist.org/gbs/cto/5606767732.html, db:5606767732:db 
2016-07-09 17:32, 13.825, 79.447, 2011, forester, nh, automatic, excellent, clean, 2011 Subaru Forester 2.5, 2016-07-09 19:42, http://nh.craigslist.org/cto/5661362066.html, db:5661362066:db 
2016-07-09 17:32, 15.995, 78.300, 2014, forester, nh, automatic, unknown, clean, 2014 SUBARU FORESTER 2.5I PREMIUM, 2016-07-09 11:42, http://boston.craigslist.org/bmw/cto/5674588893.html, db:5674588893:db 
2016-07-09 17:32, 10.000, 15.000, 2009, forester, nh, automatic, good, clean, 2009 Subaru Forester 2.5X Premium, 2016-06-25 08:37, http://boston.craigslist.org/nos/cto/5652793893.html, db:5652793893:db 
2016-07-09 17:32, 11.500, 57.400, 2010, forester, nh, manual, excellent, clean, 2010 Subaru Forester, 2016-06-11 12:36, http://vermont.craigslist.org/cto/5630555142.html, db:5630555142:db 
2016-07-09 17:32, 11.200, 75.000, 2010, forester, nh, automatic, excellent, clean, 2010 Subaru Forester- AWD- LOW MILES, 2016-06-10 21:00, http://boston.craigslist.org/nos/cto/5597139400.html, db:5597139400:db 
2016-07-09 17:32, 10.999, 60.500, 2009, impreza, nh, automatic, excellent, clean, 2009 Subaru Impreza Outback Sport - Only 60k miles!, 2016-07-05 09:27, http://nh.craigslist.org/cto/5655957946.html, db:5655957946:db 
2016-07-09 17:32, 15.550, 19.000, 2013, impreza, nh, automatic, excellent, clean, Used 2013 Subaru Impreza 2.0i - 19k Mile - Original Owner, 2016-07-07 20:48, http://boston.craigslist.org/gbs/cto/5655669843.html, db:5655669843:db 
2016-07-09 17:32, 14.000, 69.000, 2010, impreza, nh, manual, unknown, clean, ~*~*~* 2010 SUBARU WRX--AWD*~*~*~, 2016-07-05 20:13, http://boston.craigslist.org/sob/cto/5644393164.html, db:5644393164:db 
2016-07-09 17:36, 14.500, 43.345, 2013, impreza, pittsburgh, automatic, good, clean, 2013 Subaru Impreza, 2016-06-14 09:39, http://pittsburgh.craigslist.org/cto/5634899434.html, db:5634899434:db 
2016-07-09 17:36, 16.000, 42.000, 2013, impreza, reno, automatic, unknown, clean, 2013 Subaru Impreza, 2016-07-04 16:39, http://reno.craigslist.org/cto/5667388935.html, db:5667388935:db 
2016-07-09 17:36, 11.000, 57.000, 2009, impreza, reno, manual, excellent, clean, 2009 subaru impreza 2.5i, 2016-06-26 13:22, http://reno.craigslist.org/cto/5654940614.html, db:5654940614:db 
2016-07-09 17:36, 14.200, 27.037, 2013, impreza, saltlakecity, automatic, new, clean, 2013 Subaru Impreza Wagon **SOLD**, 2016-07-01 21:30, http://eastidaho.craigslist.org/cto/5654901165.html, db:5654901165:db 
2016-07-09 17:36, 14.600, 13.203, 2013, impreza, saltlakecity, automatic, new, clean, 2013 Subaru Impreza AWD, 2016-07-01 08:10, http://eastidaho.craigslist.org/cto/5638709120.html, db:5638709120:db 
2016-07-09 17:36, 9.500, 76.000, 2010, impreza, saltlakecity, automatic, good, clean, 2010 Subaru impreza sport, 2016-06-21 21:44, http://eastidaho.craigslist.org/cto/5647476953.html, db:5647476953:db 
2016-07-09 17:36, 16.000, 48.248, 2012, impreza, saltlakecity, automatic, excellent, clean, 2012 Subaru Impreza, 2016-06-11 16:14, http://eastidaho.craigslist.org/cto/5631135105.html, db:5631135105:db 
2016-07-09 17:32, 14.900, 70.500, 2010, impreza, nh, manual, good, clean, 2010 Subaru Impreza WRX, 2016-07-04 18:53, http://vermont.craigslist.org/cto/5667341934.html, db:5667341934:db 
2016-07-09 17:32, 9.900, 64.000, 2012, impreza, nh, automatic, excellent, clean, 2012 Subaru Impreza, 2016-06-27 21:26, http://vermont.craigslist.org/cto/5657039243.html, db:5657039243:db 
2016-07-09 17:32, 9.900, 64.000, 2012, impreza, nh, automatic, excellent, clean, 2012 Subaru Impreza, 2016-06-27 21:20, http://vermont.craigslist.org/cto/5624119830.html, db:5624119830:db 
2016-07-09 17:32, 5.750, 80.000, 2008, impreza, nh, manual, unknown, clean, Subaru Impreza 2008, 2016-06-25 14:04, http://vermont.craigslist.org/cto/5653327029.html, db:5653327029:db 
2016-07-09 17:32, 7.800, 58.700, 2008, impreza, nh, automatic, good, clean, 2008 Subaru Impreza, 2016-06-25 06:33, http://vermont.craigslist.org/cto/5644473774.html, db:5644473774:db 
2016-07-09 17:32, 12.750, 59.500, 2013, impreza, nh, automatic, excellent, clean, 2013 Subaru Impreza - Well maintained fleet vehicle, 2016-06-13 14:54, http://vermont.craigslist.org/cto/5633760861.html, db:5633760861:db 
2016-07-09 17:32, 16.000, 38.000, 2012, impreza, nh, automatic, excellent, clean, 2012 Subaru Impreza Wagon, 2016-06-09 20:10, http://vermont.craigslist.org/cto/5628041364.html, db:5628041364:db 
2016-07-09 17:32, 9.500, 75.000, 2010, impreza, neworleans, automatic, excellent, clean, Subaru Impreza 2010. 2.5i AWD, 2016-06-22 10:49, http://neworleans.craigslist.org/cto/5648062912.html, db:5648062912:db 
2016-07-11 13:01, 14.900, 25.000, 2013, impreza, sfbay, automatic, excellent, clean, 2013 Subaru Impreza 2.0i Premium AWD Sedan, 2016-07-11 11:18, http://sfbay.craigslist.org/sby/cto/5677746155.html, db:5677746155:db 
